<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110958;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110959;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110960;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110961;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110962;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110963;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110964;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110965;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110966;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110967;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110968;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110969;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110970;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110971;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110972;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110973;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110974;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110975;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110976;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110977;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110978;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110979;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110980;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110981;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110982;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110983;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110984;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110985;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110986;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110987;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110988;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110989;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110990;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110991;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110992;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110993;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200

